CHROM	START	END	HUDSON_FST	N_VARIANTS
chr01	2430019	2440018	NA	0
chr01	2440019	2450018	NA	0
chr01	2450019	2460018	NA	0
chr01	2460019	2470018	NA	0
chr01	2470019	2480018	NA	0
chr01	2480019	2490018	NA	0
chr01	2490019	2500018	NA	0
chr01	2500019	2510018	NA	0
chr01	2510019	2520018	NA	0
chr01	2520019	2530018	NA	0
chr01	2530019	2540018	NA	0
chr01	2540019	2550018	NA	0
chr01	2550019	2560018	NA	0
chr01	2560019	2570018	NA	0
chr01	2570019	2580018	NA	0
chr01	2580019	2590018	NA	0
chr01	2590019	2600018	NA	0
chr01	2600019	2610018	NA	0
chr01	2610019	2620018	NA	0
chr01	2620019	2630018	NA	0
chr01	2630019	2640018	NA	0
chr01	2640019	2650018	0.26666667	5
chr01	2650019	2660018	0.32387097	221
chr01	2660019	2670018	0.24726631	218
chr01	2670019	2680018	0.25723473	121
chr01	2680019	2690018	0.55471698	111
chr01	2690019	2700018	NA	0
chr01	2700019	2710018	NA	0
chr01	2710019	2720018	NA	0
chr01	2720019	2730018	NA	0
chr01	2730019	2740018	NA	0
chr01	2740019	2750018	NA	0
chr01	2750019	2760018	NA	0
chr01	2760019	2770018	NA	0
chr01	2770019	2780018	NA	0
chr01	2780019	2790018	NA	0
chr01	2790019	2800018	NA	0
chr01	2800019	2810018	NA	0
chr01	2810019	2820018	NA	0
chr01	2820019	2830018	NA	0
chr01	2830019	2840018	NA	0
chr01	2840019	2850018	NA	0
chr01	2850019	2860018	NA	0
chr01	2860019	2870018	NA	0
chr01	2870019	2880018	NA	0
chr01	2880019	2890018	NA	0
chr01	2890019	2900018	NA	0
chr01	2900019	2910018	NA	0
chr01	2910019	2920018	NA	0
chr01	2920019	2930018	NA	0
chr01	2930019	2940018	NA	0
chr01	2940019	2950018	NA	0
chr01	2950019	2960018	NA	0
chr01	2960019	2970018	NA	0
chr01	2970019	2980018	NA	0
chr01	2980019	2990018	NA	0
chr01	2990019	3000018	NA	0
chr01	3000019	3010018	NA	0
chr01	3010019	3020018	NA	0
chr01	3020019	3030018	NA	0
chr01	3030019	3040018	NA	0
chr01	3040019	3050018	NA	0
chr01	3050019	3060018	NA	0
chr01	3060019	3070018	NA	0
chr01	3070019	3080018	NA	0
chr01	3080019	3090018	NA	0
chr01	3090019	3100018	NA	0
chr01	3100019	3110018	NA	0
chr01	3110019	3120018	NA	0
chr01	3120019	3130018	NA	0
chr01	3130019	3140018	NA	0
chr01	3140019	3150018	NA	0
chr01	3150019	3160018	NA	0
chr01	3160019	3170018	NA	0
chr01	3170019	3180018	NA	0
chr01	3180019	3190018	NA	0
chr01	3190019	3200018	NA	0
chr01	3200019	3210018	NA	0
chr01	3210019	3220018	NA	0
chr01	3220019	3230018	NA	0
chr01	3230019	3240018	NA	0
chr01	3240019	3250018	NA	0
chr01	3250019	3260018	NA	0
chr01	3260019	3270018	NA	0
chr01	3270019	3280018	NA	0
chr01	3280019	3290018	NA	0
chr01	3290019	3300018	NA	0
chr01	3300019	3310018	NA	0
chr01	3310019	3320018	NA	0
chr01	3320019	3330018	NA	0
chr01	3330019	3340018	NA	0
chr01	3340019	3350018	NA	0
chr01	3350019	3360018	NA	0
chr01	3360019	3370018	NA	0
chr01	3370019	3380018	NA	0
chr01	3380019	3390018	NA	0
chr01	3390019	3400018	0.6	31
chr01	3400019	3410018	0.59027356	84
chr01	3410019	3420018	0.5875	66
chr01	3420019	3430018	0.59365079	32
chr01	3430019	3440018	0.6617801	165
chr01	3440019	3450018	0.7430605	141
chr01	3450019	3460018	0.73123028	81
chr01	3460019	3470018	0.74208145	56
chr01	3470019	3480018	0.65328185	72
chr01	3480019	3490018	0.59047619	128
chr01	3490019	3500018	0.54666667	41
chr01	3500019	3510018	NA	0
chr01	3510019	3520018	NA	0
chr01	3520019	3530018	0.5184466	75
chr01	3530019	3540018	0.54328358	92
chr01	3540019	3550018	0.6198783	148
chr01	3550019	3560018	0.66760563	56
chr01	3560019	3570018	0.72478632	30
chr01	3570019	3580018	0.67310705	110
chr01	3580019	3590018	0.70789474	155
chr01	3590019	3600018	0.72283814	115
chr01	3600019	3610018	0.65479452	61
chr01	3610019	3620018	NA	0
chr01	3620019	3630018	0.33333333	5
chr01	3630019	3640018	0.59044586	97
chr01	3640019	3650018	0.60650407	36
chr01	3650019	3660018	0.55076923	84
chr01	3660019	3670018	0.66222222	51
chr01	3670019	3680018	0.54117647	102
chr01	3680019	3690018	0.5840708	98
chr01	3690019	3700018	0.635	94
chr01	3700019	3710018	0.75762082	68
chr01	3710019	3720018	0.82678571	74
chr01	3720019	3730018	0.67017544	60
chr01	3730019	3740018	0.58005391	104
chr01	3740019	3750018	0.59753086	91
chr01	3750019	3760018	NA	0
chr01	3760019	3770018	NA	0
chr01	3770019	3780018	NA	0
chr01	3780019	3790018	NA	0
chr01	3790019	3800018	NA	0
chr01	3800019	3810018	NA	0
chr01	3810019	3820018	NA	0
chr01	3820019	3830018	NA	0
chr01	3830019	3840018	NA	0
chr01	3840019	3850018	NA	0
chr01	3850019	3860018	NA	0
chr01	3860019	3870018	NA	0
chr01	3870019	3880018	NA	0
chr01	3880019	3890018	NA	0
chr01	3890019	3900018	NA	0
chr01	3900019	3910018	NA	0
chr01	3910019	3920018	0.71428571	8
chr01	3920019	3930018	0.66363636	42
chr01	3930019	3940018	0.49538462	113
chr01	3940019	3950018	0.36402439	96
chr01	3950019	3960018	0.32871972	85
chr01	3960019	3970018	0.40722892	71
chr01	3970019	3980018	0.21846154	60
chr01	3980019	3990018	0.33012048	73
chr01	3990019	4000018	0.49508197	66
chr01	4000019	4010018	0.61008403	132
chr01	4010019	4020018	0.76810507	129
chr01	4020019	4030018	0.63485968	222
chr01	4030019	4040018	0.67326733	89
chr01	4040019	4050018	0.58411552	156
chr01	4050019	4060018	0.75675676	35
chr01	4060019	4070018	NA	0
chr01	4070019	4080018	NA	0
chr01	4080019	4090018	NA	0
chr01	4090019	4100018	NA	0
chr01	4100019	4110018	0.63137255	28
chr01	4110019	4120018	0.64026846	79
chr01	4120019	4130018	0.90528736	82
chr01	4130019	4140018	0.85635359	38
chr01	4140019	4150018	0.90263158	59
chr01	4150019	4160018	0.86567718	108
chr01	4160019	4170018	0.68140496	134
chr01	4170019	4180018	0.62553191	79
chr01	4180019	4190018	0.87712418	31
chr01	4190019	4200018	NA	0
chr01	4200019	4210018	0.74951456	98
chr01	4210019	4220018	0.80181406	99
chr01	4220019	4230018	0.79584665	147
chr01	4230019	4240018	0.83315508	84
chr01	4240019	4250018	0.87521368	50
chr01	4250019	4260018	0.79187359	104
chr01	4260019	4270018	0.80833333	86
chr01	4270019	4280018	0.85206186	83
chr01	4280019	4290018	0.82707424	101
chr01	4290019	4300018	0.75184211	204
chr01	4300019	4310018	0.35798319	39
chr01	4310019	4320018	NA	0
chr01	4320019	4330018	NA	0
chr01	4330019	4340018	NA	0
chr01	4340019	4350018	NA	0
chr01	4350019	4360018	NA	0
chr01	4360019	4370018	NA	0
chr01	4370019	4380018	NA	0
chr01	4380019	4390018	NA	0
chr01	4390019	4400018	NA	0
chr01	4400019	4410018	NA	0
chr01	4410019	4420018	NA	0
chr01	4420019	4430018	NA	0
chr01	4430019	4440018	NA	0
chr01	4440019	4450018	NA	0
chr01	4450019	4460018	NA	0
chr01	4460019	4470018	NA	0
chr01	4470019	4480018	NA	0
chr01	4480019	4490018	NA	0
chr01	4490019	4500018	NA	0
chr01	4500019	4510018	0.856	10
chr01	4510019	4520018	0.62446483	86
chr01	4520019	4530018	0.49304556	128
chr01	4530019	4540018	0.74823529	81
chr01	4540019	4550018	0.32052402	77
chr01	4550019	4560018	0.15714286	17
chr01	4560019	4570018	0.52094862	152
chr01	4570019	4580018	0.66900958	160
chr01	4580019	4590018	0.6173913	98
chr01	4590019	4600018	NA	0
chr01	4600019	4610018	NA	0
chr01	4610019	4620018	NA	0
chr01	4620019	4630018	0.5625	62
chr01	4630019	4640018	0.69014085	143
chr01	4640019	4650018	0.5559633	32
chr01	4650019	4660018	0.66350365	220
chr01	4660019	4670018	0.82285714	100
chr01	4670019	4680018	0.79666667	55
chr01	4680019	4690018	0.86534653	84
chr01	4690019	4700018	0.8638191	82
chr01	4700019	4710018	0.83858093	98
chr01	4710019	4720018	0.66872587	89
chr01	4720019	4730018	0.72378049	87
chr01	4730019	4740018	0.83622642	56
chr01	4740019	4750018	0.76181818	103
chr01	4750019	4760018	0.56759062	136
chr01	4760019	4770018	0.77324841	38
chr01	4770019	4780018	0.56363636	21
chr01	4780019	4790018	0.53565217	99
chr01	4790019	4800018	0.70322581	33
chr01	4800019	4810018	0.73333333	8
chr01	4810019	4820018	NA	0
chr01	4820019	4830018	NA	0
chr01	4830019	4840018	NA	0
chr01	4840019	4850018	NA	0
chr01	4850019	4860018	NA	0
chr01	4860019	4870018	NA	0
chr01	4870019	4880018	0.32537313	20
chr01	4880019	4890018	0.30769231	30
chr01	4890019	4900018	0.28551724	44
chr01	4900019	4910018	0.12781955	93
chr01	4910019	4920018	0.13066667	58
chr01	4920019	4930018	0.12982456	88
chr01	4930019	4940018	NA	0
chr01	4940019	4950018	NA	0
chr01	4950019	4960018	NA	0
chr01	4960019	4970018	NA	0
chr01	4970019	4980018	NA	0
chr01	4980019	4990018	0.4742268	88
chr01	4990019	5000018	0.68791209	135
chr01	5000019	5010018	0.85882353	79
chr01	5010019	5020018	0.56083916	46
chr01	5020019	5030018	NA	0
chr01	5030019	5040018	NA	0
chr01	5040019	5050018	NA	0
chr01	5050019	5060018	NA	0
chr01	5060019	5070018	NA	0
chr01	5070019	5080018	NA	0
chr01	5080019	5090018	NA	0
chr01	5090019	5100018	NA	0
chr01	5100019	5110018	NA	0
chr01	5110019	5120018	NA	0
chr01	5120019	5130018	NA	0
chr01	5130019	5140018	NA	0
chr01	5140019	5150018	NA	0
chr01	5150019	5160018	NA	0
chr01	5160019	5170018	NA	0
chr01	5170019	5180018	NA	0
chr01	5180019	5190018	NA	0
chr01	5190019	5200018	0.86824645	89
chr01	5200019	5210018	0.71542289	108
chr01	5210019	5220018	0.56679537	84
chr01	5220019	5230018	0.75770235	102
chr01	5230019	5240018	0.77626527	155
chr01	5240019	5250018	0.85054945	38
chr01	5250019	5260018	0.91724138	67
chr01	5260019	5270018	NA	0
chr01	5270019	5280018	NA	0
chr01	5280019	5290018	NA	0
chr01	5290019	5300018	NA	0
chr01	5300019	5310018	NA	0
chr01	5310019	5320018	NA	0
chr01	5320019	5330018	NA	0
chr01	5330019	5340018	NA	0
chr01	5340019	5350018	NA	0
chr01	5350019	5360018	NA	0
chr01	5360019	5370018	NA	0
chr01	5370019	5380018	0.7827476	156
chr01	5380019	5390018	0.66080477	194
chr01	5390019	5400018	0.65322581	136
chr01	5400019	5410018	0.42760291	150
chr01	5410019	5420018	0.63606557	67
chr01	5420019	5430018	0.55070028	105
chr01	5430019	5440018	0.49206349	85
chr01	5440019	5450018	0.53846154	86
chr01	5450019	5460018	0.53698113	171
chr01	5460019	5470018	0.46131387	48
chr01	5470019	5480018	0.46832298	101
chr01	5480019	5490018	0.34923077	179
chr01	5490019	5500018	0.40082305	84
chr01	5500019	5510018	0.4310559	102
chr01	5510019	5520018	0.44496124	85
chr01	5520019	5530018	0.28765743	140
chr01	5530019	5540018	0.34577259	118
chr01	5540019	5550018	0.51385281	139
chr01	5550019	5560018	NA	0
chr01	5560019	5570018	NA	0
chr01	5570019	5580018	NA	0
chr01	5580019	5590018	NA	0
chr01	5590019	5600018	NA	0
chr01	5600019	5610018	NA	0
chr01	5610019	5620018	NA	0
chr01	5620019	5630018	NA	0
chr01	5630019	5640018	0.2	1
chr01	5640019	5650018	0.23523316	92
chr01	5650019	5660018	0.26222222	103
chr01	5660019	5670018	0.24285714	94
chr01	5670019	5680018	0.29505703	121
chr01	5680019	5690018	0.3753915	171
chr01	5690019	5700018	0.37734807	138
chr01	5700019	5710018	0.58791541	99
chr01	5710019	5720018	0.69794721	177
chr01	5720019	5730018	0.72268371	78
chr01	5730019	5740018	0.72435233	45
chr01	5740019	5750018	NA	0
chr01	5750019	5760018	NA	0
chr01	5760019	5770018	NA	0
chr01	5770019	5780018	NA	0
chr01	5780019	5790018	NA	0
chr01	5790019	5800018	NA	0
chr01	5800019	5810018	NA	0
chr01	5810019	5820018	NA	0
chr01	5820019	5830018	NA	0
chr01	5830019	5840018	NA	0
chr01	5840019	5850018	NA	0
chr01	5850019	5860018	NA	0
chr01	5860019	5870018	0.58769231	119
chr01	5870019	5880018	0.58347107	126
chr01	5880019	5890018	0.59315068	148
chr01	5890019	5900018	0.59157895	24
chr01	5900019	5910018	0.58595642	109
chr01	5910019	5920018	0.66092715	81
chr01	5920019	5930018	0.64014467	199
chr01	5930019	5940018	0.70541872	53
chr01	5940019	5950018	0.70243902	84
chr01	5950019	5960018	0.72090032	79
chr01	5960019	5970018	0.7062069	150
chr01	5970019	5980018	0.69804618	147
chr01	5980019	5990018	0.20990099	134
chr01	5990019	6000018	0.14864865	179
chr01	6000019	6010018	NA	0
chr01	6010019	6020018	NA	0
chr01	6020019	6030018	NA	0
chr01	6030019	6040018	NA	0
chr01	6040019	6050018	NA	0
chr01	6050019	6060018	NA	0
chr01	6060019	6070018	NA	0
chr01	6070019	6080018	NA	0
chr01	6080019	6090018	0.058064516	98
chr01	6090019	6100018	0.13995772	148
chr01	6100019	6110018	0.14157303	165
chr01	6110019	6120018	0.10196078	65
chr01	6120019	6130018	0.30967742	112
chr01	6130019	6140018	0.17163121	88
chr01	6140019	6150018	0.24929577	98
chr01	6150019	6160018	0.27419355	170
chr01	6160019	6170018	NA	0
chr01	6170019	6180018	NA	0
chr01	6180019	6190018	NA	0
chr01	6190019	6200018	NA	0
chr01	6200019	6210018	0.26377709	110
chr01	6210019	6220018	0.37878788	84
chr01	6220019	6230018	0.73594771	75
chr01	6230019	6240018	0.74290429	146
chr01	6240019	6250018	0.68648649	97
chr01	6250019	6260018	0.76861702	88
chr01	6260019	6270018	0.74174312	108
chr01	6270019	6280018	0.71295938	129
chr01	6280019	6290018	0.71787611	141
chr01	6290019	6300018	0.7663522	153
chr01	6300019	6310018	0.79371429	163
chr01	6310019	6320018	0.80491803	212
chr01	6320019	6330018	0.70666667	123
chr01	6330019	6340018	0.73769231	190
chr01	6340019	6350018	0.85669958	149
chr01	6350019	6360018	0.79372325	167
chr01	6360019	6370018	0.22068966	99
chr01	6370019	6380018	0.25	15
chr01	6380019	6390018	0.18064516	89
chr01	6390019	6400018	0.2	49
chr01	6400019	6410018	0.19310345	76
chr01	6410019	6420018	0.20189573	105
chr01	6420019	6430018	0.2126183	167
chr01	6430019	6440018	0.2603352	82
chr01	6440019	6450018	0.47526882	61
chr01	6450019	6460018	0.43981481	76
chr01	6460019	6470018	0.36372549	82
chr01	6470019	6480018	0.35568862	67
chr01	6480019	6490018	0.33740458	53
chr01	6490019	6500018	0.33146853	122
chr01	6500019	6510018	0.36	48
chr01	6510019	6520018	0.39541284	82
chr01	6520019	6530018	0.35533981	83
chr01	6530019	6540018	0.39736842	114
chr01	6540019	6550018	0.37142857	52
chr01	6550019	6560018	NA	0
chr01	6560019	6570018	0.35238095	68
chr01	6570019	6580018	0.33870968	77
chr01	6580019	6590018	0.59614325	111
chr01	6590019	6600018	0.43832753	99
chr01	6600019	6610018	NA	0
chr01	6610019	6620018	NA	0
chr01	6620019	6630018	NA	0
chr01	6630019	6640018	NA	0
chr01	6640019	6650018	NA	0
chr01	6650019	6660018	0.44242424	21
chr01	6660019	6670018	0.41714286	32
chr01	6670019	6680018	0.42984127	99
chr01	6680019	6690018	0.18628571	167
chr01	6690019	6700018	0.20625	63
chr01	6700019	6710018	0.19480519	37
chr01	6710019	6720018	0.2	4
chr01	6720019	6730018	0.2	13
chr01	6730019	6740018	0.18152174	104
chr01	6740019	6750018	-0.01025641	29
chr01	6750019	6760018	0.0875	16
chr01	6760019	6770018	0.25147059	76
chr01	6770019	6780018	0.43417722	60
chr01	6780019	6790018	0.36666667	39
chr01	6790019	6800018	0.57511111	68
chr01	6800019	6810018	0.64725738	128
chr01	6810019	6820018	0.63916084	151
chr01	6820019	6830018	0.6605042	63
chr01	6830019	6840018	0.72913386	63
chr01	6840019	6850018	0.67400468	120
chr01	6850019	6860018	0.72731183	113
chr01	6860019	6870018	0.77105263	143
chr01	6870019	6880018	0.68873239	147
chr01	6880019	6890018	0.75608215	158
chr01	6890019	6900018	0.71254753	65
chr01	6900019	6910018	0.79545455	40
chr01	6910019	6920018	0.72363636	83
chr01	6920019	6930018	0.71428571	14
chr01	6930019	6940018	NA	0
chr01	6940019	6950018	NA	0
chr01	6950019	6960018	NA	0
chr01	6960019	6970018	NA	0
chr01	6970019	6980018	NA	0
chr01	6980019	6990018	NA	0
chr01	6990019	7000018	0.62666667	25
chr01	7000019	7010018	0.70673712	196
chr01	7010019	7020018	0.69328622	152
chr01	7020019	7030018	0.59812207	122
chr01	7030019	7040018	0.32363636	153
chr01	7040019	7050018	0.34873646	91
chr01	7050019	7060018	0.35026455	117
chr01	7060019	7070018	NA	0
chr01	7070019	7080018	NA	0
chr01	7080019	7090018	NA	0
chr01	7090019	7100018	NA	0
chr01	7100019	7110018	NA	0
chr01	7110019	7120018	NA	0
chr01	7120019	7130018	0.35477387	132
chr01	7130019	7140018	0.22086957	83
chr01	7140019	7150018	0.13174873	230
chr01	7150019	7160018	0.13764045	129
chr01	7160019	7170018	0.2045283	93
chr01	7170019	7180018	0.19569892	68
chr01	7180019	7190018	0.16221662	149
chr01	7190019	7200018	0.13723197	181
chr01	7200019	7210018	0.18416667	84
chr01	7210019	7220018	0.1954023	126
chr01	7220019	7230018	NA	0
chr01	7230019	7240018	NA	0
chr01	7240019	7250018	NA	0
chr01	7250019	7260018	NA	0
chr01	7260019	7270018	NA	0
chr01	7270019	7280018	NA	0
chr01	7280019	7290018	0.70697674	35
chr01	7290019	7300018	0.62932692	114
chr01	7300019	7310018	0.7084058	178
chr01	7310019	7320018	0.67539267	156
chr01	7320019	7330018	0.62989011	133
chr01	7330019	7340018	0.68780488	87
chr01	7340019	7350018	0.68712871	81
chr01	7350019	7360018	0.78823529	98
chr01	7360019	7370018	0.65202703	82
chr01	7370019	7380018	NA	0
chr01	7380019	7390018	NA	0
chr01	7390019	7400018	0.73287671	116
chr01	7400019	7410018	0.71144279	54
chr01	7410019	7420018	0.68797468	168
chr01	7420019	7430018	0.73099415	85
chr01	7430019	7440018	0.7	99
chr01	7440019	7450018	NA	0
chr01	7450019	7460018	NA	0
chr01	7460019	7470018	NA	0
chr01	7470019	7480018	NA	0
chr01	7480019	7490018	NA	0
chr01	7490019	7500018	NA	0
chr01	7500019	7510018	NA	0
chr01	7510019	7520018	NA	0
chr01	7520019	7530018	NA	0
chr01	7530019	7540018	NA	0
chr01	7540019	7550018	NA	0
chr01	7550019	7560018	NA	0
chr01	7560019	7570018	NA	0
chr01	7570019	7580018	NA	0
chr01	7580019	7590018	NA	0
chr01	7590019	7600018	NA	0
chr01	7600019	7610018	NA	0
chr01	7610019	7620018	NA	0
chr01	7620019	7630018	NA	0
chr01	7630019	7640018	NA	0
chr01	7640019	7650018	NA	0
chr01	7650019	7660018	NA	0
chr01	7660019	7670018	NA	0
chr01	7670019	7680018	NA	0
chr01	7680019	7690018	NA	0
chr01	7690019	7700018	NA	0
chr01	7700019	7710018	NA	0
chr01	7710019	7720018	NA	0
chr01	7720019	7730018	0.71173184	44
chr01	7730019	7740018	0.60679406	135
chr01	7740019	7750018	0.67725857	84
chr01	7750019	7760018	0.57079365	186
